topicId,rank,docId,filename
1,123,34,/Users/akash/Downloads/Datasets/./bbc/politics/034.txt
1,124,5,/Users/akash/Downloads/Datasets/./bbc/politics/005.txt
1,125,394,/Users/akash/Downloads/Datasets/./bbc/politics/394.txt
1,126,383,/Users/akash/Downloads/Datasets/./bbc/politics/383.txt
1,127,335,/Users/akash/Downloads/Datasets/./bbc/politics/335.txt
1,128,309,/Users/akash/Downloads/Datasets/./bbc/politics/309.txt
1,129,307,/Users/akash/Downloads/Datasets/./bbc/politics/307.txt
1,130,259,/Users/akash/Downloads/Datasets/./bbc/politics/259.txt
1,131,258,/Users/akash/Downloads/Datasets/./bbc/politics/258.txt
1,132,191,/Users/akash/Downloads/Datasets/./bbc/politics/191.txt
1,133,148,/Users/akash/Downloads/Datasets/./bbc/politics/148.txt
1,134,140,/Users/akash/Downloads/Datasets/./bbc/politics/140.txt
1,135,133,/Users/akash/Downloads/Datasets/./bbc/politics/133.txt
1,136,104,/Users/akash/Downloads/Datasets/./bbc/politics/104.txt
1,137,100,/Users/akash/Downloads/Datasets/./bbc/politics/100.txt
1,138,414,/Users/akash/Downloads/Datasets/./bbc/politics/414.txt
1,139,388,/Users/akash/Downloads/Datasets/./bbc/politics/388.txt
1,140,345,/Users/akash/Downloads/Datasets/./bbc/politics/345.txt
1,141,331,/Users/akash/Downloads/Datasets/./bbc/politics/331.txt
1,142,281,/Users/akash/Downloads/Datasets/./bbc/politics/281.txt
1,143,280,/Users/akash/Downloads/Datasets/./bbc/politics/280.txt
1,144,239,/Users/akash/Downloads/Datasets/./bbc/politics/239.txt
1,145,209,/Users/akash/Downloads/Datasets/./bbc/politics/209.txt
1,146,207,/Users/akash/Downloads/Datasets/./bbc/politics/207.txt
1,147,101,/Users/akash/Downloads/Datasets/./bbc/politics/101.txt
1,148,53,/Users/akash/Downloads/Datasets/./bbc/politics/053.txt
1,149,32,/Users/akash/Downloads/Datasets/./bbc/politics/032.txt
1,150,8,/Users/akash/Downloads/Datasets/./bbc/politics/008.txt
1,151,1,/Users/akash/Downloads/Datasets/./bbc/politics/001.txt
1,152,417,/Users/akash/Downloads/Datasets/./bbc/politics/417.txt
1,153,382,/Users/akash/Downloads/Datasets/./bbc/politics/382.txt
1,154,361,/Users/akash/Downloads/Datasets/./bbc/politics/361.txt
1,155,355,/Users/akash/Downloads/Datasets/./bbc/politics/355.txt
1,156,348,/Users/akash/Downloads/Datasets/./bbc/politics/348.txt
1,157,305,/Users/akash/Downloads/Datasets/./bbc/politics/305.txt
1,158,295,/Users/akash/Downloads/Datasets/./bbc/politics/295.txt
1,159,285,/Users/akash/Downloads/Datasets/./bbc/politics/285.txt
1,160,275,/Users/akash/Downloads/Datasets/./bbc/politics/275.txt
1,161,268,/Users/akash/Downloads/Datasets/./bbc/politics/268.txt
1,162,236,/Users/akash/Downloads/Datasets/./bbc/politics/236.txt
1,163,216,/Users/akash/Downloads/Datasets/./bbc/politics/216.txt
1,164,171,/Users/akash/Downloads/Datasets/./bbc/politics/171.txt
1,165,163,/Users/akash/Downloads/Datasets/./bbc/politics/163.txt
1,166,162,/Users/akash/Downloads/Datasets/./bbc/politics/162.txt
1,167,159,/Users/akash/Downloads/Datasets/./bbc/politics/159.txt
1,168,152,/Users/akash/Downloads/Datasets/./bbc/politics/152.txt
1,169,145,/Users/akash/Downloads/Datasets/./bbc/politics/145.txt
1,170,139,/Users/akash/Downloads/Datasets/./bbc/politics/139.txt
1,171,102,/Users/akash/Downloads/Datasets/./bbc/politics/102.txt
1,172,85,/Users/akash/Downloads/Datasets/./bbc/politics/085.txt
1,173,27,/Users/akash/Downloads/Datasets/./bbc/politics/027.txt
1,174,416,/Users/akash/Downloads/Datasets/./bbc/politics/416.txt
1,175,376,/Users/akash/Downloads/Datasets/./bbc/politics/376.txt
1,176,374,/Users/akash/Downloads/Datasets/./bbc/politics/374.txt
1,177,359,/Users/akash/Downloads/Datasets/./bbc/politics/359.txt
1,178,350,/Users/akash/Downloads/Datasets/./bbc/politics/350.txt
1,179,326,/Users/akash/Downloads/Datasets/./bbc/politics/326.txt
1,180,318,/Users/akash/Downloads/Datasets/./bbc/politics/318.txt
1,181,286,/Users/akash/Downloads/Datasets/./bbc/politics/286.txt
1,182,270,/Users/akash/Downloads/Datasets/./bbc/politics/270.txt
1,183,261,/Users/akash/Downloads/Datasets/./bbc/politics/261.txt
1,184,214,/Users/akash/Downloads/Datasets/./bbc/politics/214.txt
1,185,210,/Users/akash/Downloads/Datasets/./bbc/politics/210.txt
1,186,192,/Users/akash/Downloads/Datasets/./bbc/politics/192.txt
1,187,188,/Users/akash/Downloads/Datasets/./bbc/politics/188.txt
1,188,181,/Users/akash/Downloads/Datasets/./bbc/politics/181.txt
1,189,179,/Users/akash/Downloads/Datasets/./bbc/politics/179.txt
1,190,158,/Users/akash/Downloads/Datasets/./bbc/politics/158.txt
1,191,154,/Users/akash/Downloads/Datasets/./bbc/politics/154.txt
1,192,144,/Users/akash/Downloads/Datasets/./bbc/politics/144.txt
1,193,128,/Users/akash/Downloads/Datasets/./bbc/politics/128.txt
1,194,122,/Users/akash/Downloads/Datasets/./bbc/politics/122.txt
1,195,118,/Users/akash/Downloads/Datasets/./bbc/politics/118.txt
1,196,79,/Users/akash/Downloads/Datasets/./bbc/politics/079.txt
1,197,64,/Users/akash/Downloads/Datasets/./bbc/politics/064.txt
1,198,58,/Users/akash/Downloads/Datasets/./bbc/politics/058.txt
1,199,37,/Users/akash/Downloads/Datasets/./bbc/politics/037.txt
1,200,33,/Users/akash/Downloads/Datasets/./bbc/politics/033.txt
1,201,31,/Users/akash/Downloads/Datasets/./bbc/politics/031.txt
1,202,386,/Users/akash/Downloads/Datasets/./bbc/politics/386.txt
1,203,385,/Users/akash/Downloads/Datasets/./bbc/politics/385.txt
1,204,384,/Users/akash/Downloads/Datasets/./bbc/politics/384.txt
1,205,339,/Users/akash/Downloads/Datasets/./bbc/politics/339.txt
1,206,325,/Users/akash/Downloads/Datasets/./bbc/politics/325.txt
1,207,306,/Users/akash/Downloads/Datasets/./bbc/politics/306.txt
1,208,304,/Users/akash/Downloads/Datasets/./bbc/politics/304.txt
1,209,274,/Users/akash/Downloads/Datasets/./bbc/politics/274.txt
1,210,247,/Users/akash/Downloads/Datasets/./bbc/politics/247.txt
1,211,229,/Users/akash/Downloads/Datasets/./bbc/politics/229.txt
1,212,221,/Users/akash/Downloads/Datasets/./bbc/politics/221.txt
1,213,212,/Users/akash/Downloads/Datasets/./bbc/politics/212.txt
1,214,206,/Users/akash/Downloads/Datasets/./bbc/politics/206.txt
1,215,169,/Users/akash/Downloads/Datasets/./bbc/politics/169.txt
1,216,168,/Users/akash/Downloads/Datasets/./bbc/politics/168.txt
1,217,165,/Users/akash/Downloads/Datasets/./bbc/politics/165.txt
1,218,151,/Users/akash/Downloads/Datasets/./bbc/politics/151.txt
1,219,135,/Users/akash/Downloads/Datasets/./bbc/politics/135.txt
1,220,126,/Users/akash/Downloads/Datasets/./bbc/politics/126.txt
1,221,109,/Users/akash/Downloads/Datasets/./bbc/politics/109.txt
1,222,87,/Users/akash/Downloads/Datasets/./bbc/politics/087.txt
1,223,70,/Users/akash/Downloads/Datasets/./bbc/politics/070.txt
1,224,66,/Users/akash/Downloads/Datasets/./bbc/politics/066.txt
1,225,26,/Users/akash/Downloads/Datasets/./bbc/politics/026.txt
1,226,413,/Users/akash/Downloads/Datasets/./bbc/politics/413.txt
1,227,392,/Users/akash/Downloads/Datasets/./bbc/politics/392.txt
1,228,373,/Users/akash/Downloads/Datasets/./bbc/politics/373.txt
1,229,357,/Users/akash/Downloads/Datasets/./bbc/politics/357.txt
1,230,354,/Users/akash/Downloads/Datasets/./bbc/politics/354.txt
1,231,349,/Users/akash/Downloads/Datasets/./bbc/politics/349.txt
1,232,344,/Users/akash/Downloads/Datasets/./bbc/politics/344.txt
1,233,343,/Users/akash/Downloads/Datasets/./bbc/politics/343.txt
1,234,340,/Users/akash/Downloads/Datasets/./bbc/politics/340.txt
1,235,333,/Users/akash/Downloads/Datasets/./bbc/politics/333.txt
1,236,329,/Users/akash/Downloads/Datasets/./bbc/politics/329.txt
1,237,319,/Users/akash/Downloads/Datasets/./bbc/politics/319.txt
1,238,317,/Users/akash/Downloads/Datasets/./bbc/politics/317.txt
1,239,282,/Users/akash/Downloads/Datasets/./bbc/politics/282.txt
1,240,264,/Users/akash/Downloads/Datasets/./bbc/politics/264.txt
1,241,252,/Users/akash/Downloads/Datasets/./bbc/politics/252.txt
1,242,227,/Users/akash/Downloads/Datasets/./bbc/politics/227.txt
1,243,201,/Users/akash/Downloads/Datasets/./bbc/politics/201.txt
1,244,200,/Users/akash/Downloads/Datasets/./bbc/politics/200.txt
1,245,177,/Users/akash/Downloads/Datasets/./bbc/politics/177.txt
1,246,175,/Users/akash/Downloads/Datasets/./bbc/politics/175.txt
1,247,166,/Users/akash/Downloads/Datasets/./bbc/politics/166.txt
1,248,161,/Users/akash/Downloads/Datasets/./bbc/politics/161.txt
1,249,142,/Users/akash/Downloads/Datasets/./bbc/politics/142.txt
1,250,141,/Users/akash/Downloads/Datasets/./bbc/politics/141.txt
1,251,134,/Users/akash/Downloads/Datasets/./bbc/politics/134.txt
1,252,125,/Users/akash/Downloads/Datasets/./bbc/politics/125.txt
1,253,119,/Users/akash/Downloads/Datasets/./bbc/politics/119.txt
1,254,110,/Users/akash/Downloads/Datasets/./bbc/politics/110.txt
1,255,35,/Users/akash/Downloads/Datasets/./bbc/politics/035.txt
1,256,13,/Users/akash/Downloads/Datasets/./bbc/politics/013.txt
1,257,408,/Users/akash/Downloads/Datasets/./bbc/politics/408.txt
1,258,407,/Users/akash/Downloads/Datasets/./bbc/politics/407.txt
1,259,395,/Users/akash/Downloads/Datasets/./bbc/politics/395.txt
1,260,389,/Users/akash/Downloads/Datasets/./bbc/politics/389.txt
1,261,369,/Users/akash/Downloads/Datasets/./bbc/politics/369.txt
1,262,366,/Users/akash/Downloads/Datasets/./bbc/politics/366.txt
1,263,356,/Users/akash/Downloads/Datasets/./bbc/politics/356.txt
1,264,330,/Users/akash/Downloads/Datasets/./bbc/politics/330.txt
1,265,321,/Users/akash/Downloads/Datasets/./bbc/politics/321.txt
1,266,320,/Users/akash/Downloads/Datasets/./bbc/politics/320.txt
1,267,316,/Users/akash/Downloads/Datasets/./bbc/politics/316.txt
1,268,314,/Users/akash/Downloads/Datasets/./bbc/politics/314.txt
1,269,313,/Users/akash/Downloads/Datasets/./bbc/politics/313.txt
1,270,297,/Users/akash/Downloads/Datasets/./bbc/politics/297.txt
1,271,284,/Users/akash/Downloads/Datasets/./bbc/politics/284.txt
1,272,278,/Users/akash/Downloads/Datasets/./bbc/politics/278.txt
1,273,277,/Users/akash/Downloads/Datasets/./bbc/politics/277.txt
1,274,276,/Users/akash/Downloads/Datasets/./bbc/politics/276.txt
1,275,266,/Users/akash/Downloads/Datasets/./bbc/politics/266.txt
1,276,265,/Users/akash/Downloads/Datasets/./bbc/politics/265.txt
1,277,240,/Users/akash/Downloads/Datasets/./bbc/politics/240.txt
1,278,232,/Users/akash/Downloads/Datasets/./bbc/politics/232.txt
1,279,231,/Users/akash/Downloads/Datasets/./bbc/politics/231.txt
1,280,228,/Users/akash/Downloads/Datasets/./bbc/politics/228.txt
1,281,199,/Users/akash/Downloads/Datasets/./bbc/politics/199.txt
1,282,194,/Users/akash/Downloads/Datasets/./bbc/politics/194.txt
1,283,147,/Users/akash/Downloads/Datasets/./bbc/politics/147.txt
1,284,96,/Users/akash/Downloads/Datasets/./bbc/politics/096.txt
1,285,83,/Users/akash/Downloads/Datasets/./bbc/politics/083.txt
1,286,78,/Users/akash/Downloads/Datasets/./bbc/politics/078.txt
1,287,74,/Users/akash/Downloads/Datasets/./bbc/politics/074.txt
1,288,61,/Users/akash/Downloads/Datasets/./bbc/politics/061.txt
1,289,46,/Users/akash/Downloads/Datasets/./bbc/politics/046.txt
1,290,44,/Users/akash/Downloads/Datasets/./bbc/politics/044.txt
1,291,42,/Users/akash/Downloads/Datasets/./bbc/politics/042.txt
1,292,28,/Users/akash/Downloads/Datasets/./bbc/politics/028.txt
1,293,22,/Users/akash/Downloads/Datasets/./bbc/politics/022.txt
1,294,18,/Users/akash/Downloads/Datasets/./bbc/politics/018.txt
1,295,17,/Users/akash/Downloads/Datasets/./bbc/politics/017.txt
1,296,14,/Users/akash/Downloads/Datasets/./bbc/politics/014.txt
1,297,2,/Users/akash/Downloads/Datasets/./bbc/politics/002.txt
1,298,409,/Users/akash/Downloads/Datasets/./bbc/politics/409.txt
1,299,403,/Users/akash/Downloads/Datasets/./bbc/politics/403.txt
1,300,402,/Users/akash/Downloads/Datasets/./bbc/politics/402.txt
1,301,391,/Users/akash/Downloads/Datasets/./bbc/politics/391.txt
1,302,379,/Users/akash/Downloads/Datasets/./bbc/politics/379.txt
1,303,378,/Users/akash/Downloads/Datasets/./bbc/politics/378.txt
1,304,371,/Users/akash/Downloads/Datasets/./bbc/politics/371.txt
1,305,367,/Users/akash/Downloads/Datasets/./bbc/politics/367.txt
1,306,351,/Users/akash/Downloads/Datasets/./bbc/politics/351.txt
1,307,347,/Users/akash/Downloads/Datasets/./bbc/politics/347.txt
1,308,346,/Users/akash/Downloads/Datasets/./bbc/politics/346.txt
1,309,324,/Users/akash/Downloads/Datasets/./bbc/politics/324.txt
1,310,312,/Users/akash/Downloads/Datasets/./bbc/politics/312.txt
1,311,301,/Users/akash/Downloads/Datasets/./bbc/politics/301.txt
1,312,300,/Users/akash/Downloads/Datasets/./bbc/politics/300.txt
1,313,294,/Users/akash/Downloads/Datasets/./bbc/politics/294.txt
1,314,262,/Users/akash/Downloads/Datasets/./bbc/politics/262.txt
1,315,256,/Users/akash/Downloads/Datasets/./bbc/politics/256.txt
1,316,255,/Users/akash/Downloads/Datasets/./bbc/politics/255.txt
1,317,254,/Users/akash/Downloads/Datasets/./bbc/politics/254.txt
1,318,235,/Users/akash/Downloads/Datasets/./bbc/politics/235.txt
1,319,234,/Users/akash/Downloads/Datasets/./bbc/politics/234.txt
1,320,226,/Users/akash/Downloads/Datasets/./bbc/politics/226.txt
1,321,223,/Users/akash/Downloads/Datasets/./bbc/politics/223.txt
1,322,218,/Users/akash/Downloads/Datasets/./bbc/politics/218.txt
1,323,208,/Users/akash/Downloads/Datasets/./bbc/politics/208.txt
1,324,205,/Users/akash/Downloads/Datasets/./bbc/politics/205.txt
1,325,196,/Users/akash/Downloads/Datasets/./bbc/politics/196.txt
1,326,193,/Users/akash/Downloads/Datasets/./bbc/politics/193.txt
1,327,186,/Users/akash/Downloads/Datasets/./bbc/politics/186.txt
1,328,172,/Users/akash/Downloads/Datasets/./bbc/politics/172.txt
1,329,136,/Users/akash/Downloads/Datasets/./bbc/politics/136.txt
1,330,120,/Users/akash/Downloads/Datasets/./bbc/politics/120.txt
1,331,112,/Users/akash/Downloads/Datasets/./bbc/politics/112.txt
1,332,111,/Users/akash/Downloads/Datasets/./bbc/politics/111.txt
1,333,106,/Users/akash/Downloads/Datasets/./bbc/politics/106.txt
1,334,99,/Users/akash/Downloads/Datasets/./bbc/politics/099.txt
1,335,97,/Users/akash/Downloads/Datasets/./bbc/politics/097.txt
1,336,86,/Users/akash/Downloads/Datasets/./bbc/politics/086.txt
1,337,82,/Users/akash/Downloads/Datasets/./bbc/politics/082.txt
1,338,72,/Users/akash/Downloads/Datasets/./bbc/politics/072.txt
1,339,65,/Users/akash/Downloads/Datasets/./bbc/politics/065.txt
1,340,59,/Users/akash/Downloads/Datasets/./bbc/politics/059.txt
1,341,52,/Users/akash/Downloads/Datasets/./bbc/politics/052.txt
1,342,49,/Users/akash/Downloads/Datasets/./bbc/politics/049.txt
1,343,36,/Users/akash/Downloads/Datasets/./bbc/politics/036.txt
1,344,16,/Users/akash/Downloads/Datasets/./bbc/politics/016.txt
1,345,12,/Users/akash/Downloads/Datasets/./bbc/politics/012.txt
1,346,415,/Users/akash/Downloads/Datasets/./bbc/politics/415.txt
1,347,401,/Users/akash/Downloads/Datasets/./bbc/politics/401.txt
1,348,396,/Users/akash/Downloads/Datasets/./bbc/politics/396.txt
1,349,390,/Users/akash/Downloads/Datasets/./bbc/politics/390.txt
1,350,377,/Users/akash/Downloads/Datasets/./bbc/politics/377.txt
1,351,368,/Users/akash/Downloads/Datasets/./bbc/politics/368.txt
1,352,364,/Users/akash/Downloads/Datasets/./bbc/politics/364.txt
1,353,363,/Users/akash/Downloads/Datasets/./bbc/politics/363.txt
1,354,358,/Users/akash/Downloads/Datasets/./bbc/politics/358.txt
1,355,332,/Users/akash/Downloads/Datasets/./bbc/politics/332.txt
1,356,327,/Users/akash/Downloads/Datasets/./bbc/politics/327.txt
1,357,323,/Users/akash/Downloads/Datasets/./bbc/politics/323.txt
1,358,299,/Users/akash/Downloads/Datasets/./bbc/politics/299.txt
1,359,298,/Users/akash/Downloads/Datasets/./bbc/politics/298.txt
1,360,291,/Users/akash/Downloads/Datasets/./bbc/politics/291.txt
1,361,273,/Users/akash/Downloads/Datasets/./bbc/politics/273.txt
1,362,224,/Users/akash/Downloads/Datasets/./bbc/politics/224.txt
1,363,217,/Users/akash/Downloads/Datasets/./bbc/politics/217.txt
1,364,185,/Users/akash/Downloads/Datasets/./bbc/politics/185.txt
1,365,184,/Users/akash/Downloads/Datasets/./bbc/politics/184.txt
1,366,182,/Users/akash/Downloads/Datasets/./bbc/politics/182.txt
1,367,132,/Users/akash/Downloads/Datasets/./bbc/politics/132.txt
1,368,131,/Users/akash/Downloads/Datasets/./bbc/politics/131.txt
1,369,123,/Users/akash/Downloads/Datasets/./bbc/politics/123.txt
1,370,117,/Users/akash/Downloads/Datasets/./bbc/politics/117.txt
1,371,108,/Users/akash/Downloads/Datasets/./bbc/politics/108.txt
1,372,88,/Users/akash/Downloads/Datasets/./bbc/politics/088.txt
1,373,84,/Users/akash/Downloads/Datasets/./bbc/politics/084.txt
1,374,77,/Users/akash/Downloads/Datasets/./bbc/politics/077.txt
1,375,75,/Users/akash/Downloads/Datasets/./bbc/politics/075.txt
1,376,67,/Users/akash/Downloads/Datasets/./bbc/politics/067.txt
1,377,54,/Users/akash/Downloads/Datasets/./bbc/politics/054.txt
1,378,43,/Users/akash/Downloads/Datasets/./bbc/politics/043.txt
1,379,40,/Users/akash/Downloads/Datasets/./bbc/politics/040.txt
1,380,24,/Users/akash/Downloads/Datasets/./bbc/politics/024.txt
1,381,21,/Users/akash/Downloads/Datasets/./bbc/politics/021.txt
1,382,7,/Users/akash/Downloads/Datasets/./bbc/politics/007.txt
1,383,4,/Users/akash/Downloads/Datasets/./bbc/politics/004.txt
1,384,398,/Users/akash/Downloads/Datasets/./bbc/politics/398.txt
1,385,397,/Users/akash/Downloads/Datasets/./bbc/politics/397.txt
1,386,387,/Users/akash/Downloads/Datasets/./bbc/politics/387.txt
1,387,381,/Users/akash/Downloads/Datasets/./bbc/politics/381.txt
1,388,360,/Users/akash/Downloads/Datasets/./bbc/politics/360.txt
