415,40,0.638
416,8,0.480
417,20,0.446
418,48,0.759
419,19,0.789
420,15,0.746
421,43,0.665
422,8,0.299
423,50,0.618
424,44,0.621
425,8,0.344
426,9,0.785
427,44,0.638
428,30,0.931
429,5,0.610
430,50,0.650
431,43,0.738
432,30,0.608
433,30,0.745
434,19,0.733
435,15,0.902
436,33,0.980
437,32,0.449
438,13,0.636
439,32,0.641
440,49,0.313
441,48,0.556
442,32,0.535
443,47,0.420
444,47,0.571
445,47,0.268
446,36,0.411
447,47,0.251
448,43,0.293
449,49,0.367
450,49,0.496
451,8,0.611
452,11,0.736
453,11,0.825
454,41,0.686
455,32,0.553
456,32,0.428
457,32,0.390
458,47,0.295
459,32,0.318
460,11,0.282
461,32,0.340
462,13,0.305
463,13,0.303
464,48,0.481
465,13,0.670
466,47,0.450
467,49,0.418
468,41,0.495
469,13,0.388
470,13,0.575
471,47,0.461
472,13,0.489
473,34,0.842
474,29,0.575
475,34,0.415
476,23,0.581
477,23,0.662
478,35,0.859
479,16,0.612
480,35,0.813
481,35,0.841
482,14,0.792
483,14,0.560
484,44,0.357
485,34,0.669
486,22,0.463
487,22,0.453
488,23,0.482
489,36,0.515
490,14,0.885
491,22,0.685
492,25,0.656
493,23,0.739
494,23,0.366
495,36,0.517
496,22,0.728
497,22,0.752
498,22,0.605
499,22,0.774
500,22,0.804
501,22,0.404
502,25,0.500
503,36,0.718
504,36,0.702
505,35,0.744
506,4,0.646
507,14,0.634
508,16,0.940
509,14,0.936
510,5,0.698
511,41,0.455
512,17,0.471
513,26,0.459
514,26,0.501
515,26,0.426
516,26,0.446
517,37,0.795
518,26,0.756
519,6,0.966
520,21,0.203
521,26,0.647
522,12,0.536
523,12,0.988
524,39,0.790
525,26,0.366
526,39,0.938
527,17,0.593
528,17,0.659
529,17,0.692
530,39,0.451
531,21,0.649
532,39,0.715
533,42,0.739
534,42,0.705
535,42,0.792
536,18,0.544
537,42,0.630
538,1,0.872
539,1,0.574
540,1,0.826
541,39,0.398
542,1,0.789
543,1,0.770
544,18,0.502
545,28,0.666
546,12,0.411
547,6,0.661
548,1,0.580
549,1,0.892
550,1,0.792
551,41,0.900
552,40,0.619
553,24,0.657
554,24,0.964
555,24,0.714
556,24,0.844
557,5,0.793
558,25,0.958
