topicId docId filename
1 277 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/premier.league.63.txt
1 255 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/premier.league.133.txt
1 249 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/ParisAttacks2015 (6).txt
1 221 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/ParisAttacks2015 (13).txt
1 180 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/michelle.obama.102.txt
1 145 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/stephen.hawking.275.txt
1 115 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.26.txt
1 108 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.15.txt
1 96 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/premier.league.77.txt
1 83 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/premier.league.4.txt
1 54 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/michelle.obama.64.txt
1 14 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/debt.crisis.greece.179.txt
1 5 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/barack.obama.3.txt
1 528 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.32.txt
1 526 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.30.txt
1 509 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/premier.league.96.txt
1 507 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/premier.league.9.txt
1 500 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/premier.league.72.txt
1 496 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/premier.league.61.txt
1 481 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/premier.league.143.txt
1 480 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/premier.league.142.txt
1 475 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/premier.league.133.txt
1 460 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/ParisAttacks2015 (30).txt
1 454 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/ParisAttacks2015 (25).txt
1 444 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/ParisAttacks2015 (16).txt
1 441 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/ParisAttacks2015 (13).txt
1 440 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/ParisAttacks2015 (12).txt
1 431 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/michelle.obama.83.txt
1 428 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/michelle.obama.75.txt
1 398 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/michelle.obama.100.txt
1 397 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/malaysia.airlines.flight.98.txt
1 396 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/malaysia.airlines.flight.9.txt
1 364 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/malaysia.airlines.flight.142.txt
1 362 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/malaysia.airlines.flight.137.txt
1 331 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/stephen.hawking.275.txt
1 284 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/premier.league.79.txt
1 282 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/premier.league.77.txt
1 279 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/premier.league.68.txt
1 273 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/premier.league.54.txt
1 259 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/premier.league.141.txt
1 252 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/ParisAttacks2015 (9).txt
1 246 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/ParisAttacks2015 (36).txt
1 245 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/ParisAttacks2015 (35).txt
1 243 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/ParisAttacks2015 (33).txt
1 241 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/ParisAttacks2015 (31).txt
1 240 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/ParisAttacks2015 (30).txt
1 234 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/ParisAttacks2015 (25).txt
1 194 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/michelle.obama.139.txt
1 181 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/michelle.obama.103.txt
1 168 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/greek.elections.112.txt
1 155 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/barack.obama.3.txt
1 127 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.37.txt
1 111 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.2.txt
1 110 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.19.txt
1 105 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.1.txt
1 93 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/premier.league.68.txt
1 91 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/premier.league.63.txt
1 81 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/premier.league.29.txt
1 71 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/premier.league.137.txt
1 53 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/michelle.obama.62.txt
1 41 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/michelle.obama.127.txt
1 35 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/michelle.obama.114.txt
1 34 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/michelle.obama.113.txt
1 30 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/michelle.obama.102.txt
1 20 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/greek.elections.114.txt
1 2 /Users/akash/Downloads/Datasets/./WikiRef_dataset/readme.txt
1 557 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/U2.149.txt
1 554 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/tohoku.earthquake.tsunami.3.txt
1 553 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/tohoku.earthquake.tsunami.14.txt
1 551 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/stephen.hawking.275.txt
1 536 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.4.txt
1 522 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.27.txt
1 521 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.26.txt
1 518 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.21.txt
1 516 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.19.txt
1 515 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.16.txt
1 510 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/Rolling.Stones.197.txt
1 503 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/premier.league.78.txt
1 502 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/premier.league.77.txt
1 499 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/premier.league.68.txt
1 492 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/premier.league.5.txt
1 491 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/premier.league.44.txt
1 489 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/premier.league.4.txt
1 487 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/premier.league.29.txt
1 484 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/premier.league.22.txt
1 483 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/premier.league.21.txt
1 467 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/ParisAttacks2015 (4).txt
1 466 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/ParisAttacks2015 (36).txt
1 463 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/ParisAttacks2015 (33).txt
1 462 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/ParisAttacks2015 (32).txt
1 459 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/ParisAttacks2015 (3).txt
1 458 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/ParisAttacks2015 (29).txt
1 451 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/ParisAttacks2015 (22).txt
1 449 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/ParisAttacks2015 (20).txt
1 436 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/NBA.draft.2.txt
1 425 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/michelle.obama.67.txt
1 412 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/michelle.obama.130.txt
1 411 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/michelle.obama.127.txt
1 410 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/michelle.obama.123.txt
1 407 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/michelle.obama.118.txt
1 401 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/michelle.obama.103.txt
1 400 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/michelle.obama.102.txt
1 395 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/malaysia.airlines.flight.86.txt
1 391 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/malaysia.airlines.flight.76.txt
1 389 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/malaysia.airlines.flight.74.txt
1 386 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/malaysia.airlines.flight.66.txt
1 382 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/malaysia.airlines.flight.31.txt
1 374 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/malaysia.airlines.flight.230.txt
1 366 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/malaysia.airlines.flight.15.txt
1 354 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/greek.elections.112.txt
1 349 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/debt.crisis.greece.178.txt
1 346 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/cypriot.financial.crisis.38.txt
1 339 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/barack.obama.1.txt
1 333 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/tohoku.earthquake.tsunami.14.txt
1 310 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.34.txt
1 306 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.30.txt
1 299 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.22.txt
1 292 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.13.txt
1 289 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/premier.league.96.txt
1 281 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/premier.league.73.txt
1 280 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/premier.league.72.txt
1 269 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/premier.league.4.txt
1 266 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/premier.league.26.txt
1 265 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/premier.league.25.txt
1 262 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/premier.league.17.txt
1 261 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/premier.league.143.txt
1 260 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/premier.league.142.txt
1 257 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/premier.league.137.txt
1 247 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/ParisAttacks2015 (4).txt
1 239 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/ParisAttacks2015 (3).txt
1 233 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/ParisAttacks2015 (24).txt
1 230 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/ParisAttacks2015 (21).txt
1 228 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/ParisAttacks2015 (2).txt
1 226 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/ParisAttacks2015 (18).txt
1 223 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/ParisAttacks2015 (15).txt
1 222 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/ParisAttacks2015 (14).txt
1 214 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/michelle.obama.95.txt
1 211 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/michelle.obama.83.txt
1 207 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/michelle.obama.73.txt
1 199 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/michelle.obama.20.txt
1 197 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/michelle.obama.146.txt
1 177 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/malaysia.airlines.flight.9.txt
1 175 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/malaysia.airlines.flight.14.txt
1 153 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/barack.obama.1.txt
1 149 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/tohoku.earthquake.tsunami.8.txt
1 124 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.34.txt
1 120 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.30.txt
1 116 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.27.txt
1 112 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.21.txt
1 109 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.16.txt
1 104 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/Rolling.Stones.197.txt
1 103 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/premier.league.96.txt
1 97 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/premier.league.78.txt
1 94 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/premier.league.72.txt
